what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xml.core,1.1.505.v201109271810,"org.eclipse.wst.xml.core",1577684509673
started,bundle,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui",1577684509676
started,bundle,org.springframework.ide.eclipse.webflow.core,2.3.0.200912170948-RELEASE,"org.springframework.ide.eclipse.webflow.core",1577684509680
started,bundle,org.springframework.ide.eclipse.webflow.ui,2.3.0.200912170948-RELEASE,"org.springframework.ide.eclipse.webflow.ui",1577684509682
started,bundle,org.springframework.ide.eclipse.webflow.ui.editor,2.3.0.200912170948-RELEASE,"org.springframework.ide.eclipse.webflow.ui.editor",1577684509684
started,bundle,oracle.eclipse.tools.common,3.2.3.201107052022,"oracle.eclipse.tools.common",1577684509686
started,bundle,oracle.eclipse.tools.common.ui,3.2.3.201107052022,"oracle.eclipse.tools.common.ui",1577684509687
started,bundle,oracle.eclipse.tools.common.upgrade,3.2.3.201107052022,"oracle.eclipse.tools.common.upgrade",1577684509689
started,bundle,oracle.eclipse.tools.weblogic,3.2.3.201107052022,"oracle.eclipse.tools.weblogic",1577684509838
started,bundle,oracle.eclipse.tools.weblogic.ui,3.2.3.201107052022,"oracle.eclipse.tools.weblogic.ui",1577684509844
started,bundle,oracle.eclipse.tools.webservices.ui,3.2.3.201107052022,"oracle.eclipse.tools.webservices.ui",1577684509846
started,bundle,oracle.eclipse.tools.xmlbeans,3.2.3.201107052022,"oracle.eclipse.tools.xmlbeans",1577684509850
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824-p001,"org.eclipse.core.jobs",1577684509852
started,bundle,org.eclipse.sapphire.modeling,0.2.3.201106221307,"org.eclipse.sapphire.modeling",1577684509855
os,sysinfo,,,"win32",1577684509861
arch,sysinfo,,,"x86",1577684509861
ws,sysinfo,,,"win32",1577684509861
locale,sysinfo,,,"ko_KR",1577684509861
processors,sysinfo,,,"4",1577684509861
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1577684509861
java.runtime.version,sysinfo,,,"1.6.0_33-b03",1577684509861
java.specification.name,sysinfo,,,"Java Platform API Specification",1577684509861
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1577684509861
java.specification.version,sysinfo,,,"1.6",1577684509861
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1577684509861
java.version,sysinfo,,,"1.6.0_33",1577684509861
java.vm.info,sysinfo,,,"mixed mode",1577684509861
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1577684509861
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1577684509861
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1577684509861
java.vm.specification.version,sysinfo,,,"1.0",1577684509861
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1577684509861
java.vm.version,sysinfo,,,"20.8-b03",1577684509861
started,bundle,oracle.eclipse.tools.webservices,3.2.3.201107052022,"oracle.eclipse.tools.webservices",1577684520286
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1577684527992
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1577684533431
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1577684533543
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1577684534214
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684669435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684669572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684671014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684676857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684678131
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684683259
activated,editor,org.eclipse.wst.xml.ui,1.1.105.v201106142156,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1577684683307
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684684318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684694423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684694981
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1577684712144
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1577684712221
opened,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1577684712700
activated,view,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui.ServersView",1577684712835
