what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172209137
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172291424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172317444
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172442692
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172445858
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1580172445903
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172451254
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580172452832
activated,editor,egovframework.dev.imp.dbio,2.0.1.201111250803,"egovframework.dev.imp.dbio.editor.sqlMapEditor",1580172455394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172659755
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172660666
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172661105
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172663113
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172663844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172674276
activated,editor,egovframework.dev.imp.dbio,2.0.1.201111250803,"egovframework.dev.imp.dbio.editor.sqlMapEditor",1580172676483
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172807772
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172909622
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580172911093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173032677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173050807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173076741
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1580173079960
started,bundle,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor",1580173080021
started,bundle,org.maven.ide.eclipse.refactoring,0.12.1.20110112-1712,"org.maven.ide.eclipse.refactoring",1580173080267
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173095462
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173095724
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173096816
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173115980
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173116932
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173117033
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173117143
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173118881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173119611
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173119724
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173119881
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1580173134862
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173137355
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173142335
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173144217
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173150615
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173158405
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173168911
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173170566
activated,editor,egovframework.dev.imp.dbio,2.0.1.201111250803,"egovframework.dev.imp.dbio.editor.sqlMapEditor",1580173170717
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173205122
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173209096
activated,editor,egovframework.dev.imp.dbio,2.0.1.201111250803,"egovframework.dev.imp.dbio.editor.sqlMapEditor",1580173215424
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173242091
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173296051
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173332637
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173540727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173629084
activated,editor,egovframework.dev.imp.dbio,2.0.1.201111250803,"egovframework.dev.imp.dbio.editor.sqlMapEditor",1580173629183
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1580173723751
error,log,,,"Internal Error",1580173729190
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173840293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173933522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580173934694
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580174027067
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580174095958
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1580174288132
